Informazioni cronologiche,Which of these streaming platforms have you used or are currently using?,What is your age?,What gender do you most identify as?,Which of these describe you?,Where do you live?,What’s your current living situation?,What is your age?,What gender do you most identify as?,Which of these status describe you?,Where do you live?,What’s your current living situation?,What is your age?,What gender do you most identify as? ,Which of these status describe you?,Where do you live?,What’s your current living situation?,It is easy to use,It is simple to use,It is user friendly,It requires the fewest steps possible to accomplish what I want to do with it,It is flexible,Using it is effortless,I can use it without written instructions,I don't notice any inconsistencies as I use it,Both occasional and regular users would like it,I can recover from mistakes quickly and easily,I can use it successfully every time,I learned to use it quickly,I easily remember how to use it,It is easy to learn to use it,I quickly became skillful with it,I am satisfied with it,I would recommend it to a friend,It is fun to use,It works the way I want it to work,It is wonderful,I feel I need to have it,It is pleasant to use,List the most negative aspect(s) of Netflix,List the most positive aspect(s) of Netflix,When did you subscribe to Netflix?,"If you subscribed to Netflix AFTER the pandemic started, what motivated you to do it?",Do you share your Netflix account with someone else?,Are you paying for the subscription to Netflix?,Did you keep your subscription once the lockdown ended?,What type of products do you usually watch on Netflix? ,How frequently do you use Netflix?,"Overall, when you compare to how you used Netflix before and after the pandemic started, what is more suitable to you:",Is there anything else regarding the use of Netflix and the Pandemic that you'd like to share with us that we haven't covered?,It is easy to use,It is simple to use,It is user friendly,It requires the fewest steps possible to accomplish what I want to do with it,It is flexible,Using it is effortless,I can use it without written instructions,I don't notice any inconsistencies as I use it,Both occasional and regular users would like it,I can recover from mistakes quickly and easily,I can use it successfully every time,I learned to use it quickly,I easily remember how to use it,It is easy to learn to use it,I quickly became skillful with it,I am satisfied with it,I would recommend it to a friend,It is fun to use,It works the way I want it to work,It is wonderful,I feel I need to have it,It is pleasant to use,List the most negative aspect(s) of Prime Video,List the most positive aspect(s) of Prime Video,When did you subscribe to Prime Video?,"If you subscribed to Prime Video AFTER the pandemic started, what motivated you to do it?",Do you share your Prime Video account with someone else?,Are you paying for the subscription to Prime Video?,Did you keep your subscription to Prime Video once the lockdown ended?,What type of products do you usually watch on Prime Video? ,How frequently do you use Prime Video?,"Overall, when you compare to how you used Prime Video before and after the pandemic started, what is more suitable to you:",Is there anything else regarding the use of Prime Video and the Pandemic that you'd like to share with us that we haven't covered?,Netflix is easy to use,Netflix is simple to use,Netflix is user friendly,Netflix requires the fewest steps possible to accomplish what I want to do with it,Netflix is flexible,Using Netflix is effortless,I can use Netflix without written instructions,I don't notice any inconsistencies as I use Netflix,Both occasional and regular users would like Netflix,I can recover from mistakes quickly and easily,I can use Netflix successfully every time,I learned to use Netflix quickly,I easily remember how to use Netflix,Netflix is easy to learn to use it,I quickly became skillful with it,I am satisfied with Netflix,I would recommend Netflix to a friend,Netflix is fun to use,Netflix works the way I want it to work,Netflix is wonderful,I feel I need to have Netflix,Netflix is pleasant to use,List the most negative aspect(s) of Netflix,List the most positive aspect(s) of Netflix,When did you subscribe to Netflix?,"If you subscribed to Netflix AFTER the pandemic started, what motivated you to do it?",Do you share your Netflix account with someone else?,Are you paying for the subscription to Netflix?,Did you keep your subscription once the lockdown ended? ,What type of products do you usually watch on Netflix? ,How frequently do you use Netflix?,"Overall, when you compare to how you used Netflix before the pandemic and after, what is more suitable to you:",Is there anything else regarding the use of Netflix and the Pandemic that you'd like to share with us that we haven't covered?,Prime Video is easy to use,Prime Video is simple to use,Prime Video is user friendly,Prime Video requires the fewest steps possible to accomplish what I want to do with it,Prime Video is flexible,Using Prime Video is effortless,I can use Prime Video without written instructions,I don't notice any inconsistencies as I use Prime Video,Both occasional and regular users would like Prime Video,I can recover from mistakes quickly and easily,I can use Prime Video successfully every time,I learned to use Prime Video quickly,I easily remember how to use Prime Video,It is easy to learn to use Prime Video,I quickly became skillful with Prime Video,I am satisfied with Prime Video,I would recommend Prime Video to a friend,Prime Video is fun to use,Prime Video works the way I want it to work,Prime Video is wonderful,I feel I need to have Prime Video,Prime Video is pleasant to use,List the most negative aspect(s) of Prime Video,List the most positive aspect(s) of Prime Video,When did you subscribe to Prime Video?,"If you subscribed to Prime Video AFTER the pandemic started, what motivated you to do it?",Do you share your Prime Video account with someone else?,Are you paying for the subscription to Prime Video?,Did you keep your subscription to Prime Video once the lockdown ended?,What type of products do you usually watch on Prime Video? ,How frequently do you use Prime Video?,"Overall, when you compare to how you used Prime Video before the pandemic and after, what is more suitable to you:",Is there anything else regarding the use of Prime Video and the Pandemic that you'd like to share with us that we haven't covered?,Which device(s) do you use when streaming the content of these platforms?,Watching content on streaming platforms for you is a way to:,Which of these factors influence you the most when searching for content to watch on streaming platforms?,Do you have any consideration or thought about streaming platforms that want to share with us?
19/04/2022 11.06.13,Netflix,18-23,Female,Student,Indonesia,I live with my parents,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,,There’s a wide variety of movies/shows to watch,"After the pandemic started (from February, 2020)","Considering that I was restricted to home isolation, I wanted to entertain myself with Netflix's content","Yes, with my family",No,"Yes, I am still a Netflix's user","TV shows, Documentaries",4,I use Netflix more since the pandemic started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laptop, Tablet, Smartphone","Pass the time, Keeping myself up to date with trending content, Release stress","Cast, Platform recommendations, Award winning shows, New Release",
19/04/2022 11.22.05,Netflix,36-41,Female,Employed,United Kingdom,I live with my spouse or partner,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,4,7,Starts playing the video as I’m looking for a film ,Recommendations,"Before the pandemic started (before February, 2020)",,"Yes, with my family, Yes, with my partner",No,"Yes, I am still a Netflix's user","Movies, TV shows, Animated films / Cartoons",4,About the same use before and after the pandemic started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TV,Pass the time,"Cast, Friends' recommendation",
19/04/2022 11.34.20,Both platforms,,,,,,,,,,,24-29,Male,"Student, Employed",Italy,I live by myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,6,4,5,7,4,6,5,6,6,7,5,6,6,2,2,4,3,2,3,Lack of videoplayer management,Stable video with slow connection,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family, Yes, with my friends",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",1,About the same use before and after the pandemic started,"Well, higher prices with higher user pool seems eccessive.
Imo they had to justify it in some way (crisis excuse excluded) ",4,4,3,3,4,4,5,3,4,5,6,6,5,4,5,4,2,2,3,4,2,3,"Content search is bad 
Primevideo smat tv app and smartphone app slow and not intuitive as the website",It gives u the possibility to buy content,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",1,About the same use before and after the pandemic,"Good price, but lack of content.
","TV, Desktop PC, Laptop, Smartphone","Spend time with your partner/friends/family, Pass the time, Release stress","Title, Platform recommendations, Friends' recommendation","Well, i hope in the future theyll be able to integrate youtube's insane reccomandation algorithm"
19/04/2022 11.42.08,Both platforms,,,,,,,,,,,More than 42,Male,Employed,Italy,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,5,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,6,"It's not what it set out to be, the one streaming platform to have all good movies and shows",If you want to watch something there's always something good you can find,"Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",4,About the same use before and after the pandemic started,,6,5,6,5,5,5,7,5,5,5,7,7,7,6,7,6,6,5,6,5,5,5,Many shows and movies are not available in original language,The Expanse,"Before the pandemic started (before February, 2020)",,"Yes, with my partner",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series",4,About the same use before and after the pandemic,,"Laptop, Tablet, Apple TV with large monitor","Spend time with your partner/friends/family, Learn something new, Pass the time, Release stress","Title, Platform recommendations, Friends' recommendation, New Release, Top 10, IMDB rating",
19/04/2022 11.45.24,Both platforms,,,,,,,,,,,More than 42,Male,Employed,South Africa,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,Region locked content,Good amount of documentaries,"Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",4,About the same use before and after the pandemic started,,5,5,5,5,5,5,5,5,4,5,7,7,6,6,6,4,4,4,4,5,3,4,Region locked content. Suggesting loads of Bollywood content even though I never watch any Bollywood content,It is the Grand Tour streamer,"Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries",2,About the same use before and after the pandemic,,"TV, Desktop PC, Laptop, Tablet","Spend time with your partner/friends/family, Learn something new, Pass the time","Cast, New Release, Trailers on Youtube",Netflix's own content is far superior to Prime's in both volume and content. 
19/04/2022 11.51.00,Both platforms,,,,,,,,,,,18-23,Female,Student,Germany,I share a flat with roommates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,7,5,6,6,5,6,7,5,7,7,7,7,6,6,6,7,5,5,6,,,"Before the pandemic started (before February, 2020)",,"Yes, with my friends","Yes, but not the entire fee","Yes, I am still a Netflix's user",TV shows / series,4,I use Netflix more since the pandemic started,,6,5,5,5,4,6,7,6,5,6,4,7,7,6,6,5,5,3,3,3,4,3,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Prime Video's user",TV shows / series,4,I use Prime Video more since the pandemic started,,Laptop,"Spend time with your partner/friends/family, Pass the time, Release stress","Cast, Title, Graphics, Friends' recommendation, New Release, Top 10",
19/04/2022 11.56.22,Both platforms,,,,,,,,,,,36-41,Male,Employed,Germany ,I share a flat with roommates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,4,4,5,7,6,6,6,6,6,6,6,6,4,4,5,5,3,3,5,"Early cancellations of shows, too much filler and bad shows","All episodes available at once, some great shows","Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",3,About the same use before and after the pandemic started,,3,3,4,2,3,3,6,2,3,5,6,4,6,5,4,3,2,4,1,2,2,2,"Bad UI, sluggish response times of the UI, same content is often available multiple times (e.g. German dub only, English only), subtitles not always present (sometimes they appear only in later seasons), ads for other content before starting a show or movie, mix of „free“ and paid content",Some good shows (but not enough to warrant the subscription as a stand-alone; for me it‘s just a nice add-on to the free shipping feature),"Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series",1,About the same use before and after the pandemic,,Apple TV,"Pass the time, Keeping myself up to date with trending content, Release stress","Cast, Film director, Title, Graphics, Friends' recommendation, New Release, Description ",
19/04/2022 12.00.14,Netflix,30-35,Female,Student,Portugal,I live with my spouse or partner,,,,,,,,,,,5,7,7,6,4,3,7,5,7,5,7,7,7,7,7,5,7,5,5,7,7,7,,,"Before the pandemic started (before February, 2020)",,"Yes, with my friends",Yes,"Yes, I am still a Netflix's user","Movies, TV shows, Documentaries, Animated films / Cartoons",5,I use Netflix more since the pandemic started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TV, Laptop, Smartphone","Learn something new, Pass the time, Release stress","Cast, Platform recommendations, Friends' recommendation, Award winning shows",
19/04/2022 12.12.40,Both platforms,,,,,,,,,,,30-35,Male,Student,Italy,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,4,5,7,7,6,6,6,6,6,6,5,6,7,6,6,6,6,5,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Netflix's user","Movies, Documentaries",4,About the same use before and after the pandemic started,,5,6,4,5,6,5,6,5,5,6,6,6,6,5,5,4,4,3,5,4,3,3,,,"Before the pandemic started (before February, 2020)",,No,Yes,"Yes, I am still a Prime Video's user",Movies,4,I use Prime Video more since the pandemic started,,"TV, Desktop PC","Spend time with your partner/friends/family, Learn something new, Keeping myself up to date with trending content","Cast, Film director",
19/04/2022 12.38.31,Both platforms,,,,,,,,,,,24-29,Female,Student,Italy,I share a flat with roommates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,6,5,6,7,6,6,6,6,7,7,5,6,6,6,5,6,6,4,6,"It suggests always the same kind of movies (based on your preferences of course), but there is no section that suggest something different from the usual.","Easy lo learn, clear. Subtitles and languages are easy to change and manage. The app works well on different platforms (PC, smartphone, smart TV)","Before the pandemic started (before February, 2020)",,"Yes, with my family, Yes, with my friends",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",4,About the same use before and after the pandemic started,,4,4,3,3,3,3,4,4,3,3,3,5,5,4,4,4,4,4,3,3,4,4,"I find Prime Video is not very easy to use. The first thing I can think of is the fact that the list of movies I saved in my watchlist are not immediately visible, as well as the content I'm currently watching.
I find it a bit confusing because the preview image of movies and tv series are very big and it feels like I don't know where to look.
The video player's functionalities (subtitles, languages, ...) are not easy to use (e.g. on a smart TV, they do not work well).","The feature of letting you choose whether to ""rent"" a movie can be interesting, because maybe they can provide also the most recent movies.",Very recently and it was not related to the pandemic,Not applicable,No,Student fee,"I did not subscribed during the pandemic, but just recently","Movies, TV shows / series",4,Not applicable,,"TV, Laptop","Spend time with your partner/friends/family, Learn something new, Pass the time, Release stress","Cast, Title, Platform recommendations, Friends' recommendation, Award winning shows",
19/04/2022 13.55.59,Both platforms,,,,,,,,,,,More than 42,Male,Employed,Canada,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,6,6,7,6,6,7,6,7,7,7,7,6,6,6,5,6,6,6,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Netflix's user",Movies,5,About the same use before and after the pandemic started,,6,6,6,5,5,5,7,5,5,6,6,6,6,6,5,5,5,4,5,4,4,4,,,"Before the pandemic started (before February, 2020)",,No,Yes,"Yes, I am still a Prime Video's user",TV shows / series,5,About the same use before and after the pandemic,,TV,Pass the time,New Release,
19/04/2022 14.26.14,Netflix,18-23,Male,Student,Italy,I live with my parents,,,,,,,,,,,6,6,5,7,4,6,7,4,3,7,6,7,7,7,6,7,7,7,5,4,2,7,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows",2,About the same use before and after the pandemic started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablet,"Pass the time, Release stress","Cast, Title, Top 10",
19/04/2022 14.27.12,Both platforms,,,,,,,,,,,24-29,Male,Employed,Italy,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,"Before the pandemic started (before February, 2020)",,No,Yes,"Yes, I am still a Netflix's user","TV shows / series, Documentaries",3,About the same use before and after the pandemic started,,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,"Before the pandemic started (before February, 2020)",,No,Yes,"Yes, I am still a Prime Video's user",TV shows / series,3,About the same use before and after the pandemic,,TV,"Spend time with your partner/friends/family, Learn something new","Cast, Platform recommendations, Friends' recommendation",
19/04/2022 14.29.01,Both platforms,,,,,,,,,,,24-29,Male,Unemployed,Italy,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,6,4,5,6,4,5,6,7,7,7,6,7,5,4,4,5,5,4,6,Long time to add movies and tv series and cancellation sometimes too early,Variety,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my family",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",4,About the same use before and after the pandemic started,,6,6,5,5,5,6,6,6,5,6,7,7,7,7,7,3,4,5,5,4,4,4,Too many movies Behind paywalls beyond subscribe cost,Good original series,"Before the pandemic started (before February, 2020)",Not applicable,No,No,"Yes, I am still a Prime Video's user",TV shows / series,4,About the same use before and after the pandemic,,TV,"Spend time with your partner/friends/family, Pass the time, Release stress","Title, Graphics, Friends' recommendation",
19/04/2022 14.29.18,Both platforms,,,,,,,,,,,24-29,Male,Employed,Italy,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,5,6,7,7,7,4,7,7,7,7,7,7,7,7,6,7,7,7,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family, Yes, with my partner",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series",4,About the same use before and after the pandemic started,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family, Yes, with my partner",Yes,"Yes, I am still a Prime Video's user",Movies,4,About the same use before and after the pandemic,,"TV, Laptop, Tablet, Smartphone","Spend time with your partner/friends/family, Pass the time","Cast, New Release, Top 10",
19/04/2022 14.34.35,Both platforms,,,,,,,,,,,18-23,Female,"Student, anche lavoratrice ",Italy,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,5,7,7,7,7,6,7,5,7,7,7,7,7,7,5,6,5,6,6,non ci sono i grandi classici che invece sarebbe un piacere poter rivedere ogni tanto ,ci sono molti film carini ,"Before the pandemic started (before February, 2020)",,"Yes, with my family","Yes, but not the entire fee","Yes, I am still a Netflix's user",un po’ di tutto,4,I use Netflix more since the pandemic started,durante la pandemia guardavo di più netflix perché avevo più tempo ,5,5,3,4,4,4,5,4,2,4,4,4,4,4,4,1,1,1,3,1,1,1,non mi piace che sia un fatto legato ad amazon ,non li trovo ,lo fece la mia famiglia non fu una mia scelta ma comunque prima ,,"Yes, with my family",No,ce l’ho ma non lo uso ,niente perché non lo uso ,1,non lo uso e non lo ho mai usato ,no ,"TV, Laptop","Spend time with your partner/friends/family, Pass the time","Title, Graphics, Platform recommendations, New Release",secondo me ci stanno molto però costano un po’ troppo 
19/04/2022 14.34.40,Both platforms,,,,,,,,,,,18-23,Male,Student,Italy,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,6,7,7,6,7,6,6,7,7,7,7,7,7,5,7,6,6,6,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",4,About the same use before and after the pandemic started,,7,7,7,7,6,6,7,6,7,6,7,7,7,7,7,6,7,5,7,6,6,7,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries",2,About the same use before and after the pandemic,,"TV, Laptop","Learn something new, Pass the time","Platform recommendations, Friends' recommendation",
19/04/2022 14.38.19,Both platforms,,,,,,,,,,,18-23,Male,I'm a student who work,Italy,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,6,4,5,7,6,5,6,6,6,6,6,6,5,5,5,5,5,4,5,You can't always find new things to watch,It has a lot of cool documentaries,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Netflix's user","Movies, Documentaries, Animated films / Cartoons",1,I use Netflix less than the time before the pandemic started,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,5,4,5,I can't always find new things to watch ,Man is the same things of Netflix it does really change only the graphics , I have use it just at friends house ,,I don't have one but my friend does,No,Bitch,"Movies, Animated films / Cartoons",2,I use Prime Video more since the pandemic started,,TV,Spend time with your partner/friends/family,Friends' recommendation,
19/04/2022 14.46.04,Both platforms,,,,,,,,,,,30-35,Female,Employed,Italy,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,7,6,7,7,6,7,7,7,7,7,7,7,5,6,6,6,6,6,6,Price rising,Content quality,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my friends","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries",5,About the same use before and after the pandemic started,no,6,5,6,5,6,5,6,6,6,6,7,7,7,7,7,5,6,6,6,4,5,5,Movies are not categorized correctly,Price is economic,"Before the pandemic started (before February, 2020)",Not applicable,"Yes, with my partner",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series",3,I use Prime Video less than the time before the pandemic started,,"TV, Desktop PC, Tablet","Spend time with your partner/friends/family, Pass the time, Keeping myself up to date with trending content, Release stress","Cast, Title, Friends' recommendation, Award winning shows, New Release, Top 10",
19/04/2022 14.52.54,Netflix,18-23,Male,Student,France,I live with my parents,,,,,,,,,,,7,7,7,7,7,7,7,6,7,5,6,7,7,7,7,7,7,7,7,7,7,7,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",No,"Yes, I am still a Netflix's user","TV shows, Kdrama",5,I use Netflix more since the pandemic started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TV, Desktop PC, Smartphone",Pass the time,"Cast, Platform recommendations, Friends' recommendation, Synopsis, genre",
19/04/2022 16.48.54,Both platforms,,,,,,,,,,,More than 42,Male,Employed,USA,I live with my spouse or partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,6,6,Animé live version ,International movie and shows ,"Before the pandemic started (before February, 2020)",Not applicable,No,Yes,"Yes, I am still a Netflix's user",TV shows / series,5,About the same use before and after the pandemic started,No,6,6,6,5,6,6,6,5,5,6,6,6,6,5,6,5,4,5,5,5,5,5,Bad selections ,Ability to rent video,"Before the pandemic started (before February, 2020)",Not applicable,No,Yes,"Yes, I am still a Prime Video's user",TV shows / series,5,About the same use before and after the pandemic,No,"TV, PlayStation ",Spend time with your partner/friends/family,"Film director, New Release",No
19/04/2022 17.46.33,Both platforms,,,,,,,,,,,18-23,Male,Student,Italy,"I live by myself, I live with my parents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,3,4,6,7,3,7,6,5,7,7,7,7,6,6,6,4,4,4,4,,,"Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Netflix's user","Movies, TV shows / series",4,About the same use before and after the pandemic started,,5,5,6,4,6,7,7,7,7,6,7,7,7,7,7,6,7,5,6,6,5,6,Molto titolo mancano al catalogo ,"È molto più economico rispetto a Netflix, ciò attira molto più clienti ","Before the pandemic started (before February, 2020)",,"Yes, with my family",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series",6,About the same use before and after the pandemic,,"TV, Laptop, Tablet, Smartphone","Spend time with your partner/friends/family, Pass the time, Release stress","Title, Graphics, Friends' recommendation, New Release",
19/04/2022 18.29.53,Both platforms,,,,,,,,,,,18-23,Male,"Student, Employed",Italy,I live with my parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,6,5,6,7,6,7,7,7,7,7,7,7,6,6,6,6,5,4,6,Sometimes content,,"Before the pandemic started (before February, 2020)",,"Yes, with my family, Yes, with my friends","Yes, but not the entire fee","Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",3,I use Netflix less than the time before the pandemic started,,5,5,5,5,5,4,7,6,5,7,7,6,7,6,6,5,5,4,5,4,3,4,Content,,"Before the pandemic started (before February, 2020)",,"Yes, with my family","Yes, but not the entire fee","Yes, I am still a Prime Video's user","Movies, Documentaries",2,I use Prime Video less than the time before the pandemic started,,"TV, Laptop, Tablet, Smartphone","Spend time with your partner/friends/family, Learn something new, Pass the time, Keeping myself up to date with trending content","Graphics, Friends' recommendation, Award winning shows, New Release",
19/04/2022 18.36.39,Both platforms,,,,,,,,,,,More than 42,Male,trader,Italy,I live by myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,5,6,6,6,5,5,6,"too mainstream, lack of quality movie' titles","good entertainment, some good production","Before the pandemic started (before February, 2020)",,"Yes, with my partner",No,"Yes, I am still a Netflix's user","Movies, TV shows / series, Documentaries, Animated films / Cartoons",4,I use Netflix more since the pandemic started,nope,6,6,6,6,6,6,6,5,6,6,6,5,6,5,6,7,7,7,6,6,6,6,navigation is not as easy as Netflix,plenty of movies choice,"Before the pandemic started (before February, 2020)",,"Yes, with my partner",Yes,"Yes, I am still a Prime Video's user","Movies, TV shows / series, Documentaries",6,I use Prime Video more since the pandemic started,nope,TV,"Spend time with your partner/friends/family, Learn something new, Pass the time","Title, Friends' recommendation, Award winning shows","it is not clear when movies/series will be withdraw on both platforms.
on Prime video most of the movies appears only as related to the movie chosen"
